systematic_name,gene,treatment_id,fc_log2,p_value,adj_p_value,regulated
YDR483W,KRE2,HU,0.1307475,0.423542849,0.687642165,FALSE
YDR487C,RIB3,HU,-0.045480833,0.836247888,0.934935526,FALSE
YDR496C,PUF6,HU,0.3191775,0.115694152,0.350876486,FALSE
YDR500C,RPL37B,HU,0.0963625,0.819079179,0.927252544,FALSE
YDR502C,SAM2,HU,0.303825,0.278542597,0.558908734,FALSE
YDR510W,SMT3,HU,-0.021766667,0.954138889,0.984333766,FALSE
YDR513W,GRX2,HU,-0.667633333,0.040074462,0.193022797,FALSE
YDR516C,EMI2,HU,-0.478785833,0.01161555,0.090814846,FALSE
YDR518W,EUG1,HU,-0.013585,0.962658586,0.987136357,FALSE
YDR531W,CAB1,HU,0.079535833,0.664803143,0.846836634,FALSE
YDR533C,HSP31,HU,-0.165268333,0.563228434,0.785494628,FALSE
YDR539W,FDC1,HU,0.231745833,0.133674795,0.37918803,FALSE
YEL002C,WBP1,HU,0.187931667,0.321854167,0.600847831,FALSE
YEL013W,VAC8,HU,0.193871667,0.404393168,0.672491065,FALSE
YEL022W,GEA2,HU,0.09564,0.639451976,0.832596257,FALSE
YEL026W,SNU13,HU,-0.15439,0.661214462,0.845071414,FALSE
YEL027W,VMA3,HU,0.120978333,0.568781159,0.789138109,FALSE
YEL031W,SPF1,HU,0.410655833,0.050472716,0.219527665,FALSE
YEL032W,MCM3,HU,-0.158434167,0.27870627,0.559018392,FALSE
YEL034W,HYP2,HU,-0.34436,0.28225927,0.562506322,FALSE
YEL037C,RAD23,HU,-0.170765,0.259967102,0.540043127,FALSE
YEL040W,UTR2,HU,0.156960833,0.247154738,0.526346733,FALSE
YEL042W,GDA1,HU,0.303625,0.02275683,0.137750496,FALSE
YEL046C,GLY1,HU,0.115936667,0.329218167,0.607711373,FALSE
YEL047C,FRD1,HU,0.0439625,0.754749698,0.894493547,FALSE
YEL051W,VMA8,HU,0.032423333,0.814980579,0.925373357,FALSE
YEL055C,POL5,HU,0.261336667,0.253534147,0.532768224,FALSE
YEL058W,PCM1,HU,-0.193443333,0.265755334,0.546194265,FALSE
YEL060C,PRB1,HU,-0.434566667,0.034236635,0.175799625,FALSE
YEL071W,DLD3,HU,0.278145833,0.054887687,0.230206373,FALSE
YER003C,PMI40,HU,0.131586667,0.539730304,0.770593036,FALSE
YER004W,FMP52,HU,-0.154463333,0.624080322,0.822835544,FALSE
YER006W,NUG1,HU,-0.175319167,0.285399912,0.565015381,FALSE
YER007C-A,TMA20,HU,-0.156065,0.467364527,0.720386933,FALSE
YER009W,NTF2,HU,-0.0568725,0.89647149,0.962010578,FALSE
YER012W,PRE1,HU,-0.056215833,0.74117282,0.888249237,FALSE
YER021W,RPN3,HU,0.032036667,0.835351073,0.934655014,FALSE
YER023W,PRO3,HU,-0.033371667,0.86053429,0.945960534,FALSE
YER025W,GCD11,HU,0.408566667,0.015902843,0.110377204,FALSE
YER031C,YPT31,HU,0.431784167,0.017529909,0.117238045,FALSE
YER036C,ARB1,HU,0.0045675,0.972292982,0.990662204,FALSE
YER043C,SAH1,HU,0.146016667,0.245046917,0.523947149,FALSE
YER048C,CAJ1,HU,-0.128698333,0.464276406,0.717712583,FALSE
YER048W-A,ISD11,HU,0.131201667,0.369458963,0.644036949,FALSE
YER049W,TPA1,HU,0.0596775,0.671564034,0.850606283,FALSE
YER052C,HOM3,HU,0.135028333,0.407618992,0.675096086,FALSE
YER055C,HIS1,HU,0.047074167,0.757449398,0.895686036,FALSE
YER056C-A;YIL052C,NA,HU,0.957918333,0.039714781,0.192218706,FALSE
YER057C,HMF1,HU,-0.6791125,0.006102293,0.060482038,FALSE
YER062C,GPP2,HU,-0.343858333,0.109685797,0.341063952,FALSE
YER063W,THO1,HU,-0.113545,0.509397794,0.750778131,FALSE
YER068W,MOT2,HU,0.181673333,0.129089743,0.371749647,FALSE
YER069W,ARG5,HU,0.039091667,0.807074957,0.920800011,FALSE
YER070W,RNR1,HU,0.04044,0.759649161,0.896936326,FALSE
YER073W,ALD5,HU,0.118244167,0.388291072,0.659453241,FALSE
YER074W;YIL069C,NA,HU,0.205448333,0.370952262,0.645301644,FALSE
YER080W,AIM9,HU,-0.095448333,0.463446136,0.716789439,FALSE
YER081W,SER3,HU,-0.734918333,5.49E-04,0.011710862,FALSE
YER082C,UTP7,HU,0.040968333,0.845847339,0.93932126,FALSE
YER086W,ILV1,HU,0.17205,0.406527626,0.674256984,FALSE
YER089C,PTC2,HU,-0.158255,0.18481319,0.452258552,FALSE
YER090W,TRP2,HU,0.264366667,0.101896809,0.328240266,FALSE
YER091C,MET6,HU,0.371624167,0.002298935,0.031418783,FALSE
YER094C,PUP3,HU,0.116853333,0.61973934,0.820322699,FALSE
YER103W,SSA4,HU,0.09569,0.65471154,0.841185788,FALSE
YER110C,KAP123,HU,0.177843333,0.245520866,0.524441097,FALSE
YER112W,LSM4,HU,-0.083851667,0.564931842,0.786366068,FALSE
YER120W,SCS2,HU,0.188949167,0.252643493,0.53189621,FALSE
YER122C,GLO3,HU,0.156908333,0.260318511,0.540380645,FALSE
YER125W,RSP5,HU,0.151465,0.262922802,0.543125533,FALSE
YER127W,LCP5,HU,-0.0816125,0.805519684,0.920066001,FALSE
YER133W,GLC7,HU,0.379041667,0.021166184,0.131619851,FALSE
YER136W,GDI1,HU,0.18558,0.339894473,0.617290386,FALSE
YER151C,UBP3,HU,0.200596667,0.156025481,0.411679675,FALSE
YER155C,BEM2,HU,0.163371667,0.361565964,0.636930543,FALSE
YER156C,YER156C,HU,0.1624225,0.197490709,0.46912625,FALSE
YER159C,BUR6,HU,-0.280699167,0.418569432,0.683717599,FALSE
YER164W,CHD1,HU,0.0915175,0.661940883,0.845483415,FALSE
YER165W,PAB1,HU,0.06591,0.553352428,0.779218695,FALSE
YER177W,BMH1,HU,0.020794167,0.888482625,0.958606458,FALSE
YER178W,PDA1,HU,0.2632825,0.11530872,0.350234879,FALSE
YFL004W,VTC2,HU,0.15855,0.388098787,0.659278234,FALSE
YFL005W,SEC4,HU,-0.253463333,0.221718253,0.497001544,FALSE
YFL010C,WWM1,HU,0.090705,0.768754569,0.901463054,FALSE
YFL018C,LPD1,HU,0.036375,0.757304759,0.895613116,FALSE
YFL022C,FRS2,HU,0.240048333,0.092241676,0.309823948,FALSE
YFL028C,CAF16,HU,-0.100988333,0.553416988,0.779218695,FALSE
YFL037W,TUB2,HU,0.170004167,0.329566103,0.608079863,FALSE
YFL038C,YPT1,HU,0.177935833,0.480888938,0.730815342,FALSE
YFL039C,ACT1,HU,-0.087174167,0.712498154,0.873988989,FALSE
YFL045C,SEC53,HU,-0.152295833,0.379846325,0.653177619,FALSE
YFL048C,EMP47,HU,-0.089853333,0.681787167,0.856615699,FALSE
YFR002W,NIC96,HU,0.1141475,0.625346538,0.823634432,FALSE
YFR004W,RPN11,HU,0.364785,0.124595009,0.365146202,FALSE
YFR006W,YFR006W,HU,-0.0794975,0.572434039,0.790547362,FALSE
YFR009W,GCN20,HU,0.146643333,0.194158964,0.465164638,FALSE
YFR010W,UBP6,HU,0.143008333,0.238441029,0.516675903,FALSE
YFR024C-A,LSB3,HU,-0.064563333,0.69367316,0.862941177,FALSE
YFR030W,MET10,HU,-0.055098333,0.754143881,0.894374328,FALSE
YFR031C-A;YIL018W,NA,HU,0.19893,0.391964228,0.662482711,FALSE
YFR037C,RSC8,HU,-0.250341667,0.133094387,0.3783654,FALSE
YFR044C,DUG1,HU,0.044850833,0.793784083,0.914390508,FALSE
YFR047C,BNA6,HU,0.013196667,0.930975528,0.975217084,FALSE
YFR050C,PRE4,HU,0.130863333,0.355365329,0.631798633,FALSE
YFR051C,RET2,HU,0.00633,0.967236102,0.989301,FALSE
YFR052W,RPN12,HU,0.048663333,0.869885878,0.950016492,FALSE
YFR053C,HXK1,HU,-0.566639167,7.21E-04,0.014316692,FALSE
YGL001C,ERG26,HU,0.134908333,0.504473819,0.747938794,FALSE
YGL008C,PMA1,HU,-0.2885525,0.237287302,0.515325845,FALSE
YGL009C,LEU1,HU,0.097533333,0.581570998,0.796376956,FALSE
YGL011C,SCL1,HU,-0.3048,0.184389192,0.451763461,FALSE
YGL014W,PUF4,HU,-0.156283333,0.364765387,0.6397243,FALSE
YGL022W,STT3,HU,0.475514167,0.052281181,0.224117275,FALSE
YGL026C,TRP5,HU,0.053416667,0.657491532,0.842820729,FALSE
YGL027C,CWH41,HU,0.092866667,0.608278584,0.813037155,FALSE
YGL030W,RPL30,HU,0.018609167,0.930382026,0.974927494,FALSE
YGL031C,RPL24A,HU,-0.379275,0.214161558,0.488623533,FALSE
YGL037C,PNC1,HU,-0.325721667,0.275143596,0.555921738,FALSE
YGL040C,HEM2,HU,0.117075,0.338630269,0.616268343,FALSE
YGL043W,DST1,HU,0.436083333,0.003716708,0.043598618,FALSE
YGL048C,RPT6,HU,0.218881667,0.031279,0.166343538,FALSE
YGL049C,TIF4632,HU,0.423616667,0.238511455,0.516676804,FALSE
YGL055W,OLE1,HU,-0.587181667,0.028598718,0.1580726,FALSE
YGL056C,SDS23,HU,0.095593333,0.525777066,0.761667733,FALSE
YGL062W,PYC1,HU,0.1404325,0.205421236,0.478722287,FALSE
YGL070C,RPB9,HU,-0.571833333,0.022083835,0.135207155,FALSE
YGL078C,DBP3,HU,-0.052931667,0.715102036,0.875460801,FALSE
YGL087C,MMS2,HU,-0.726746667,0.052984604,0.22571368,FALSE
YGL092W,NUP145,HU,0.205239167,0.132360193,0.37719995,FALSE
YGL097W,SRM1,HU,0.298716667,0.035059175,0.178291273,FALSE
YGL099W,LSG1,HU,-0.006463333,0.97439728,0.991422368,FALSE
YGL100W,SEH1,HU,-0.104211667,0.517497543,0.756707441,FALSE
YGL103W,RPL28,HU,-0.0481875,0.88951809,0.958921044,FALSE
YGL105W,ARC1,HU,0.291943333,0.245026275,0.523947149,FALSE
YGL106W,MLC1,HU,-0.612504167,0.130652404,0.374423247,FALSE
YGL111W,NSA1,HU,0.114691667,0.70931106,0.872133061,FALSE
YGL115W,SNF4,HU,-0.1297625,0.415515233,0.681608812,FALSE
YGL120C,PRP43,HU,0.027823333,0.862758505,0.947070916,FALSE
YGL122C,NAB2,HU,0.4834525,0.025297833,0.146429812,FALSE
YGL123W,RPS2,HU,0.123646667,0.597940419,0.806904676,FALSE
YGL125W,MET13,HU,0.3606975,0.083038046,0.292404227,FALSE
YGL130W,CEG1,HU,-0.185936667,0.41801764,0.683305339,FALSE
YGL135W;YPL220W,NA,HU,0.064396667,0.761357621,0.89780167,FALSE
YGL137W,SEC27,HU,0.092486667,0.263897588,0.544438164,FALSE
YGL148W,ARO2,HU,-0.12051,0.428158789,0.690594762,FALSE
YGL157W,ARI1,HU,-0.435666667,0.037136226,0.184879487,FALSE
YGL167C,PMR1,HU,-0.070228333,0.779857107,0.907096433,FALSE
YGL173C,XRN1,HU,0.068458333,0.67003862,0.849899457,FALSE
YGL189C,RPS26A,HU,-0.038271667,0.854931909,0.94285506,FALSE
YGL195W,GCN1,HU,0.12572,0.362461034,0.637780162,FALSE
YGL200C,EMP24,HU,-0.029965833,0.901980748,0.964206873,FALSE
YGL201C,MCM6,HU,0.096298333,0.365363915,0.640218736,FALSE
YGL202W,ARO8,HU,0.24428,0.199029612,0.47099466,FALSE
YGL206C,CHC1,HU,0.027115833,0.859839643,0.945806062,FALSE
YGL207W,SPT16,HU,0.114920833,0.363228021,0.638182742,FALSE
YGL221C,NIF3,HU,-0.1576875,0.198453061,0.470141112,FALSE
YGL232W,TAN1,HU,0.458321667,0.006890449,0.065496543,FALSE
YGL234W,ADE5,HU,0.1743325,0.135398783,0.381565228,FALSE
YGL238W,CSE1,HU,0.292230833,0.132919098,0.378100117,FALSE
YGL242C,YGL242C,HU,-1.011609167,6.30E-04,0.012896544,TRUE
YGL244W,RTF1,HU,-0.133405,0.711503072,0.873198635,FALSE
YGL245W,GUS1,HU,-0.028025,0.816966775,0.926434877,FALSE
YGL252C,RTG2,HU,-0.368160833,0.054325255,0.229050388,FALSE
YGL253W,HXK2,HU,0.109360833,0.374263029,0.648087151,FALSE
YGR001C,EFM5,HU,0.098795,0.550886172,0.777673436,FALSE
YGR005C,TFG2,HU,-0.24747,0.309194431,0.588592371,FALSE
YGR009C,SEC9,HU,-0.157354167,0.31445936,0.593217361,FALSE
YGR012W,YGR012W,HU,-0.161868333,0.300798069,0.580393681,FALSE
YGR019W,UGA1,HU,-0.1462575,0.278134473,0.558530611,FALSE
YGR027C;YLR333C,NA,HU,-0.365835833,0.174539769,0.437798226,FALSE
YGR054W,YGR054W,HU,0.272370833,0.073375886,0.272885526,FALSE
YGR061C,ADE6,HU,0.18382,0.138511469,0.386435978,FALSE
YGR080W,TWF1,HU,-0.2357975,0.262843521,0.54302256,FALSE
YGR082W,TOM20,HU,-0.004515,0.983912076,0.994513688,FALSE
YGR083C,GCD2,HU,0.055125833,0.785382937,0.910439614,FALSE
YGR085C;YPR102C,NA,HU,0.055385833,0.833112147,0.933558252,FALSE
YGR086C,PIL1,HU,0.181936667,0.434273251,0.694520997,FALSE
YGR090W,UTP22,HU,0.173495833,0.4250928,0.688572936,FALSE
YGR094W,VAS1,HU,0.069908333,0.586055729,0.798865281,FALSE
YGR103W,NOP7,HU,-0.291238333,0.273894883,0.554522177,FALSE
YGR116W,SPT6,HU,0.070704167,0.593203474,0.803893209,FALSE
YGR118W;YPR132W,NA,HU,-0.076453333,0.739344927,0.887664218,FALSE
YGR119C,NUP57,HU,-0.0098,0.964951684,0.98809505,FALSE
YGR123C,PPT1,HU,0.0160375,0.920310563,0.971476734,FALSE
YGR124W,ASN2,HU,-0.004635,0.97871776,0.993050044,FALSE
YGR128C,UTP8,HU,0.457955833,0.010804446,0.086723817,FALSE
YGR130C,YGR130C,HU,-0.300170833,0.127006444,0.368786416,FALSE
YGR132C,PHB1,HU,0.321574167,0.326234234,0.604969375,FALSE
YGR135W,PRE9,HU,-0.302828333,0.152596846,0.407027874,FALSE
YGR145W,ENP2,HU,0.012695,0.944437692,0.980478522,FALSE
YGR148C,RPL24B,HU,0.014708333,0.942857998,0.979792732,FALSE
YGR155W,CYS4,HU,0.126220833,0.413842854,0.680304776,FALSE
YGR157W,CHO2,HU,0.34182,0.103221803,0.330571161,FALSE
YGR159C,NSR1,HU,0.303334167,0.034768362,0.177325855,FALSE
YGR162W,TIF4631,HU,-0.044275,0.838337671,0.935777682,FALSE
YGR167W,CLC1,HU,-0.501295833,0.147973022,0.400396314,FALSE
YGR173W,RBG2,HU,0.27838,0.091332501,0.307928234,FALSE
YGR175C,ERG1,HU,0.596271667,0.017801676,0.118506558,FALSE
YGR178C,PBP1,HU,-0.1810325,0.448021728,0.704652518,FALSE
YGR180C,RNR4,HU,0.2427225,0.178348176,0.443171239,FALSE
YGR185C,TYS1,HU,0.242608333,0.094289082,0.314296942,FALSE
YGR186W,TFG1,HU,0.086710833,0.644977227,0.835486193,FALSE
YGR187C,HGH1,HU,0.069680833,0.632994754,0.828121283,FALSE
YGR192C,TDH3,HU,0.297203333,0.28458717,0.564432495,FALSE
YGR193C,PDX1,HU,-0.1218125,0.507946278,0.750216616,FALSE
YGR200C,ELP2,HU,0.031286667,0.824212413,0.929581834,FALSE
YGR204W,ADE3,HU,0.114755,0.484979687,0.734160838,FALSE
YGR207C,CIR1,HU,-0.341735,0.199428935,0.471303171,FALSE
YGR208W,SER2,HU,0.452840833,0.013582161,0.100016315,FALSE
YGR209C,TRX2,HU,-0.995528333,2.12E-05,0.001023141,FALSE
YGR211W,ZPR1,HU,0.3099975,0.044120722,0.203608635,FALSE
YGR218W,CRM1,HU,0.381995,0.016805169,0.114474934,FALSE
YGR229C,SMI1,HU,-0.081263333,0.755450704,0.894781704,FALSE
YGR231C,PHB2,HU,0.009741667,0.959895367,0.986138478,FALSE
YGR232W,NAS6,HU,-0.127404167,0.422860223,0.687040253,FALSE
YGR234W,YHB1,HU,0.2429875,0.262084562,0.542152726,FALSE
YGR240C,PFK1,HU,0.331331667,0.022099776,0.135243001,FALSE
YGR244C,LSC2,HU,-0.2908675,0.141389892,0.39031099,FALSE
YGR253C,PUP2,HU,-0.0428125,0.809533673,0.922168139,FALSE
YGR254W,ENO1,HU,0.066173333,0.726693174,0.881462743,FALSE
YGR264C,MES1,HU,-0.067130833,0.689281086,0.860651479,FALSE
YGR267C,FOL2,HU,-0.0248625,0.880820863,0.955092717,FALSE
YGR275W,RTT102,HU,-0.876189167,0.009653277,0.080683165,FALSE
YGR277C,CAB4,HU,0.10788,0.465606278,0.718714565,FALSE
YGR279C,SCW4,HU,-0.1634,0.497977017,0.743022417,FALSE
YGR282C,BGL2,HU,-0.5111025,0.002083227,0.029403135,FALSE
YGR284C,ERV29,HU,-0.078846667,0.75307785,0.894240225,FALSE
YGR285C,ZUO1,HU,0.159676667,0.401564761,0.669952713,FALSE
YHL011C,PRS3,HU,-0.0426725,0.837700328,0.935397389,FALSE
YHL015W,RPS20,HU,2.80E-04,0.999180768,0.999831411,FALSE
YHL021C,AIM17,HU,-0.503061667,0.013594149,0.100064653,FALSE
YHL030W,ECM29,HU,0.20756,0.273115589,0.553734354,FALSE
YHL031C,GOS1,HU,0.250165833,0.287270779,0.56683021,FALSE
YHL033C,RPL8A,HU,-0.017855,0.956700581,0.985357367,FALSE
YHL034C,SBP1,HU,-0.043736667,0.75565943,0.894802419,FALSE
YHR001W,OSH7,HU,0.478830833,0.140323126,0.38917124,FALSE
YHR007C,ERG11,HU,0.49543,0.059491679,0.241660387,FALSE
YHR008C,SOD2,HU,-0.291756667,0.203889046,0.476963481,FALSE
YHR013C,ARD1,HU,0.380244167,0.057374587,0.236417896,FALSE
YHR018C,ARG4,HU,0.1610025,0.307351021,0.586808748,FALSE
YHR019C,DED81,HU,0.0302125,0.822593875,0.928816218,FALSE
YHR020W,YHR020W,HU,0.21447,0.020082127,0.127583772,FALSE
YHR021C;YKL156W,NA,HU,-0.613476667,0.003872999,0.04467448,FALSE
YHR024C,MAS2,HU,-0.056165,0.754637258,0.894493547,FALSE
YHR025W,THR1,HU,0.1650575,0.166443408,0.426985661,FALSE
YHR027C,RPN1,HU,0.32985,4.69E-04,0.010536278,FALSE
YHR029C,YHI9,HU,0.193945,0.536578055,0.768642485,FALSE
YHR037W,PUT2,HU,-0.233851667,0.254982436,0.534525036,FALSE
YHR039C,MSC7,HU,0.560855833,0.007572157,0.069453785,FALSE
YHR039C-A,VMA10,HU,-0.115820833,0.770849693,0.902512905,FALSE
YHR042W,NCP1,HU,0.166825833,0.223594343,0.498909457,FALSE
YHR047C,AAP1,HU,0.305635,0.00941933,0.079427167,FALSE
YHR049W,FSH1,HU,-0.261654167,0.062992523,0.249589187,FALSE
YHR052W,CIC1,HU,-0.090578333,0.708621809,0.871706357,FALSE
YHR063C,PAN5,HU,-0.284191667,0.098922239,0.322686584,FALSE
YHR064C,SSZ1,HU,0.0588075,0.636608994,0.830650111,FALSE
YHR065C,RRP3,HU,-0.183108333,0.469737565,0.722281697,FALSE
YHR068W,DYS1,HU,0.113691667,0.346596706,0.623721943,FALSE
YHR069C,RRP4,HU,-0.170100833,0.292291745,0.57223925,FALSE
YHR070W,TRM5,HU,0.130755,0.479092629,0.729787141,FALSE
YHR072W-A,NOP10,HU,-0.791539167,7.06E-05,0.002598907,FALSE
YHR074W,QNS1,HU,0.3759975,0.030104729,0.162525897,FALSE
YHR076W,PTC7,HU,0.040916667,0.819813063,0.927565723,FALSE
YHR089C,GAR1,HU,0.213608333,0.312362782,0.591268424,FALSE
YHR094C,HXT1,HU,0.803815833,0.008299216,0.07333668,FALSE
YHR098C,SFB3,HU,0.066138333,0.48654576,0.735113661,FALSE
YHR104W,GRE3,HU,-0.0536275,0.767741566,0.900984759,FALSE
YHR107C,CDC12,HU,0.106931667,0.385650208,0.657508555,FALSE
YHR108W,GGA2,HU,0.23631,0.085132609,0.296373977,FALSE
YHR114W,BZZ1,HU,-0.442630833,0.023941103,0.141377164,FALSE
YHR128W,FUR1,HU,0.141605833,0.400022729,0.668865924,FALSE
YHR143W-A,RPC10,HU,-0.642618333,0.003730475,0.04369985,FALSE
YHR146W,CRP1,HU,-0.120783333,0.526390082,0.76204288,FALSE
YHR158C,KEL1,HU,-0.017541667,0.911384752,0.967674208,FALSE
YHR163W,SOL3,HU,-0.0332475,0.837763228,0.935439317,FALSE
YHR170W,NMD3,HU,0.184728333,0.103503784,0.331075729,FALSE
YHR174W,ENO2,HU,-0.288139167,0.210006309,0.483782794,FALSE
YHR179W,OYE2,HU,-0.22774,0.268282369,0.54875939,FALSE
YHR183W,GND1,HU,0.16566,0.24088815,0.519416394,FALSE
YHR190W,ERG9,HU,-0.424811667,0.149381118,0.402316881,FALSE
YHR193C,EGD2,HU,-0.474278333,0.012474499,0.094987415,FALSE
YHR196W,UTP9,HU,0.286438333,0.469854613,0.722341273,FALSE
YHR200W,RPN10,HU,-0.210411667,0.289406667,0.568672774,FALSE
YHR201C,PPX1,HU,0.0673725,0.835983736,0.934812058,FALSE
YHR203C;YJR145C,NA,HU,-0.3967225,0.018306317,0.120841342,FALSE
YHR208W,BAT1,HU,0.334324167,0.241930654,0.520629913,FALSE
YHR216W,IMD2,HU,-0.34414,0.018984328,0.123655088,FALSE
YIL020C,HIS6,HU,0.235124167,0.299965652,0.579644206,FALSE
YIL021W,RPB3,HU,0.111213333,0.465089319,0.718367344,FALSE
YIL022W,TIM44,HU,-0.2421175,0.083634216,0.293634878,FALSE
YIL027C,EMC5,HU,0.2650625,0.141975529,0.391137602,FALSE
YIL033C,BCY1,HU,0.117554167,0.476305174,0.72760641,FALSE
YIL034C,CAP2,HU,-0.349895,0.03879293,0.189443315,FALSE
YIL038C,NOT3,HU,0.083965,0.558686348,0.782379569,FALSE
YIL041W,GVP36,HU,-0.102144167,0.524138058,0.760726044,FALSE
YIL043C,CBR1,HU,0.021554167,0.867199182,0.949247994,FALSE
YIL044C,AGE2,HU,-0.376725833,0.058586815,0.239460951,FALSE
YIL051C,MMF1,HU,-0.710844167,0.006462157,0.062916515,FALSE
YIL053W,GPP1,HU,-0.174748333,0.5348645,0.767598132,FALSE
YIL063C,YRB2,HU,-0.0772875,0.443474655,0.701839686,FALSE
YIL074C,SER33,HU,-0.174521667,0.19482999,0.465804499,FALSE
YIL075C,RPN2,HU,0.156655833,0.353183488,0.629892253,FALSE
YIL076W,SEC28,HU,-0.102369167,0.584841781,0.798210437,FALSE
YIL078W,THS1,HU,0.174945,0.135962313,0.382452305,FALSE
YIL083C,CAB2,HU,0.0141275,0.936527051,0.977641916,FALSE
YIL091C,UTP25,HU,0.204098333,0.233056305,0.510251433,FALSE
YIL094C,LYS12,HU,-0.033464167,0.830961831,0.932359035,FALSE
YIL103W,DPH1,HU,0.293338333,0.445293952,0.703095714,FALSE
YIL108W,YIL108W,HU,0.1092725,0.46588932,0.719001084,FALSE
YIL109C,SEC24,HU,0.003915833,0.977888094,0.992820764,FALSE
YIL115C,NUP159,HU,-0.173913333,0.165321969,0.425291456,FALSE
YIL116W,HIS5,HU,0.240783333,0.138131647,0.385790023,FALSE
YIL118W,RHO3,HU,-0.268579167,0.090873809,0.30707909,FALSE
YIL121W,QDR2,HU,0.268815,0.385165481,0.657291137,FALSE
YIL124W,AYR1,HU,0.1576675,0.454224316,0.709544071,FALSE
YIL125W,KGD1,HU,0.351029167,0.010066371,0.082949774,FALSE
YIL133C,RPL16A,HU,-0.0833025,0.676311779,0.853652822,FALSE
YIL137C,TMA108,HU,0.17426,0.254918611,0.534429678,FALSE
YIL138C,TPM2,HU,-1.1760125,0.002359219,0.031864994,TRUE
YIL142W,CCT2,HU,0.110820833,0.267976819,0.548407999,FALSE
YIL148W;YKR094C,NA,HU,-0.584019167,0.085145632,0.296373977,FALSE
YIR006C,PAN1,HU,0.122083333,0.394286263,0.664183303,FALSE
YIR012W,SQT1,HU,0.123615,0.478744633,0.729624854,FALSE
YIR026C,YVH1,HU,0.075574167,0.726370343,0.88136953,FALSE
YIR034C,LYS1,HU,0.464825,0.019407443,0.12504534,FALSE
YIR036C,IRC24,HU,0.067960833,0.617194407,0.818636723,FALSE
YIR037W,HYR1,HU,-0.317390833,0.250408924,0.529642388,FALSE
YIR038C,GTT1,HU,-0.484640833,0.001909217,0.027968119,FALSE
YJL001W,PRE3,HU,-0.163861667,0.236210393,0.514167265,FALSE
YJL002C,OST1,HU,-0.037261667,0.840300609,0.936713566,FALSE
YJL008C,CCT8,HU,-0.138470833,0.150171846,0.403417379,FALSE
YJL012C,VTC4,HU,0.196231667,0.260319955,0.540380645,FALSE
YJL014W,CCT3,HU,0.184094167,0.063076843,0.249681988,FALSE
YJL020C,BBC1,HU,0.130018333,0.243275414,0.522153489,FALSE
YJL026W,RNR2,HU,0.038325,0.818534275,0.927062534,FALSE
YJL034W,KAR2,HU,-0.117136667,0.47890212,0.72968185,FALSE
YJL041W,NSP1,HU,-0.208684167,0.162223745,0.420605409,FALSE
YJL050W,MTR4,HU,0.1909,0.264958213,0.545287891,FALSE
YJL052W,TDH1,HU,-0.210131667,0.26413425,0.54468279,FALSE
YJL055W,YJL055W,HU,-0.2057425,0.297627397,0.577424681,FALSE
YJL060W,BNA3,HU,-0.151646667,0.317757345,0.596643905,FALSE
YJL068C,YJL068C,HU,-0.221498333,0.143147116,0.393278877,FALSE
YJL076W,NET1,HU,0.0294525,0.813723295,0.924742519,FALSE
YJL080C,SCP160,HU,-0.027513333,0.798794713,0.917040785,FALSE
YJL088W,ARG3,HU,0.127273333,0.46866313,0.721488596,FALSE
YJL109C,UTP10,HU,0.582463333,0.016078385,0.111082644,FALSE
YJL111W,CCT7,HU,0.143666667,0.157810842,0.414115933,FALSE
YJL115W,ASF1,HU,0.0819625,0.665014015,0.846903095,FALSE
YJL117W,PHO86,HU,0.20802,0.500842408,0.745205034,FALSE
YJL121C,RPE1,HU,0.485595,0.10738822,0.336929285,FALSE
YJL123C,MTC1,HU,-0.063356667,0.592720503,0.803716331,FALSE
YJL124C,LSM1,HU,-0.117690833,0.649329718,0.837821458,FALSE
YJL130C,URA2,HU,0.084335833,0.506423595,0.749192029,FALSE
YJL138C;YKR059W,NA,HU,0.064964167,0.76880792,0.901463054,FALSE
YJL140W,RPB4,HU,-0.112709167,0.455963371,0.710977076,FALSE
YJL145W,SFH5,HU,0.081730833,0.664968076,0.846903095,FALSE
YJL153C,INO1,HU,-0.12645,0.40858937,0.67590661,FALSE
YJL167W,ERG20,HU,0.040865,0.791750234,0.913525246,FALSE
YJL171C,YJL171C,HU,-0.335398333,0.122244159,0.361385151,FALSE
YJL172W,CPS1,HU,0.210018333,0.233542125,0.510934981,FALSE
YJL178C,ATG27,HU,0.235098333,0.322624102,0.601793706,FALSE
YJL186W,MNN5,HU,0.025558333,0.909776355,0.967071382,FALSE
YJL190C;YLR367W,NA,HU,0.036091667,0.914783132,0.969010982,FALSE
YJL191W,RPS14B,HU,0.177356667,0.385035025,0.657159686,FALSE
YJL200C,ACO2,HU,0.292083333,0.039704272,0.192218706,FALSE
YJR002W,MPP10,HU,0.020274167,0.902222908,0.96423888,FALSE
YJR007W,SUI2,HU,0.3462275,0.0186034,0.122342799,FALSE
YJR009C,TDH2,HU,-0.555358333,0.01233589,0.094259612,FALSE
YJR010W,MET3,HU,-0.270020833,0.344292446,0.621623981,FALSE
YJR014W,TMA22,HU,0.087090833,0.70926414,0.872133061,FALSE
YJR016C,ILV3,HU,0.485635,0.013151642,0.098012654,FALSE
YJR017C,ESS1,HU,0.041685833,0.853593591,0.942195738,FALSE
YJR025C,BNA1,HU,-0.165675833,0.570993866,0.790178314,FALSE
YJR045C,SSC1,HU,0.049511667,0.750286178,0.892648341,FALSE
